"datetime","campaign","channel","gender","age","country_code","count","theta_sid","theta_uid","hll_sid","hll_uid"
"2022-12-02T10:00:00.000Z","af-1 Latest News","display","m","51-60","UA","2","AQMDAAA6zJPK7buQDPMOaQ==","AQMDAAA6zJMESSRcF7rQeQ==","AgEHDAMIAQCV23cF","AgEHDAMIAQBHnyQS"
"2022-12-02T10:00:00.000Z","af-1 Latest News","display","m","51-60","UG","1","AQMDAAA6zJNe0n9qv4ueYQ==","AQMDAAA6zJMjyjBBSYDcBQ==","AgEHDAMIAQC9pP8M","AgEHDAMIAQBtaosN"
"2022-12-02T10:00:00.000Z","af-1 Latest News","display","m","51-60","US","22","AgMDAAAazJMLAAAAAACAP4WXz4m8si0FDAaH55MEgxxmhP4sQOxJIbKm6AYeJ8owOcArzevB9zKR5xDfSweiN6HKKyQFR99DTcxZlB5VilPn+uenxwTpVgeH4Utop+FeXOUI9FjRGHo=","AgMDAAAazJMLAAAAAACAP2CJUvYwkNoAaGt2Ky2DChrQlHHcp0B4Gk+J5A428OY7YfaKnUdXGj9MwENMbCmNQi11xnwENd5E+fy3OvaFHErOdlXraKNyTCdNzW+D+xFpd0JQ0smTT28=","AwEHDAUIAAELAAAAQpVXCGRN0RkLL58HzQj9Dc71zw8PDsMPcoBXGiLPIQa4yhEUGAwOB5uYsww=","AwEHDAUIAAELAAAAIKqNBuP2KwnKvoYPq/AgC5nWSx4QMIMH0WOaBjP2zQbU2T4TuctYBTxcNQ0="
"2022-12-02T10:00:00.000Z","af-1 Latest News","display","m","51-60","VN","2","AQMDAAA6zJM8VGFJPGBQLw==","AQMDAAA6zJOs6OoebV+OFQ==","AgEHDAMIAQB4qMIG","AgEHDAMIAQCwNXMU"
"2022-12-02T10:00:00.000Z","af-1 Latest News","display","m","51-60","VU","2","AQMDAAA6zJMdD+6mo59lDg==","AQMDAAA6zJNxDCdGfopkOQ==","AgEHDAMIAQA6HtwJ","AgEHDAMIAQAVL2UH"
"2022-12-02T10:00:00.000Z","af-1 Latest News","display","m","51-60","ZA","4","AgMDAAAazJMCAAAAAACAP9q1ENDwpU1F6FhojqDIxW0=","AgMDAAAazJMCAAAAAACAP9/wKncb1Moo0CZ20TCeo00=","AgEHDAMIAgDQsdAEtWshBA==","AgEHDAMIAgAEhHIEcl6QBw=="
"2022-12-02T10:00:00.000Z","af-1 Latest News","display","m","61+","CA","1","AQMDAAA6zJOebO53KhOiAg==","AQMDAAA6zJMpTlq/FfsBQw==","AgEHDAMIAQA82dwL","AgEHDAMIAQCs3lIa"
"2022-12-02T10:00:00.000Z","af-1 Latest News","display","m","61+","CD","4","AgMDAAAazJMDAAAAAACAP8BK2sSu7GYHh0s1RQ66dCIw2SdEsWLYSg==","AgMDAAAazJMDAAAAAACAP0webXJadccDI6gTlP/yomQx9NuT8UyobQ==","AgEHDAMIAwCAlbQFYLJPDA+XagY=","AgEHDAMIAwDRDrAEcolZBn+IdgY="
"2022-12-02T10:00:00.000Z","af-1 Latest News","display","m","61+","CO","6","AgMDAAAazJMCAAAAAACAP3OIuxuiYXcSJ4KHMuqyv3U=","AgMDAAAazJMCAAAAAACAP+DSnoALCTIY0sSU0LsT7GA=","AgEHDAMIAgDnEHcPTwQPBQ==","AgEHDAMIAgAnruILX1K5BQ=="
"2022-12-02T10:00:00.000Z","af-1 Latest News","display","m","61+","DE","4","AgMDAAAazJMCAAAAAACAP4mNl0revMwNbZq3E/TUhmA=","AgMDAAAazJMCAAAAAACAP/u9ascJRl4zDw4dPiKPQk0=","AgEHDAMIAgDaNG8HExsvDQ==","AgEHDAMIAgBDQQ0JoaxGBA=="
"2022-12-02T10:00:00.000Z","af-1 Latest News","display","m","61+","DK","2","AQMDAAA6zJP7d5kuJ411Mw==","AQMDAAA6zJObxdaAjhtAYA==","AgEHDAMIAQD27zIJ","AgEHDAMIAQA2KOML"
"2022-12-02T10:00:00.000Z","af-1 Latest News","display","m","61+","ES","4","AQMDAAA6zJPhqKTeQELbeQ==","AQMDAAA6zJNusY4Ob1hfKA==","AgEHDAMIAQDDUUkR","AgEHDAMIAQCkdOEF"
"2022-12-02T10:00:00.000Z","af-1 Latest News","display","m","61+","FI","3","AQMDAAA6zJMW4aihS5HLWw==","AQMDAAA6zJM2IfZvu0ZlJQ==","AgEHDAMIAQAtwlEL","AgEHDAMIAQBOgiUE"
"2022-12-02T10:00:00.000Z","af-1 Latest News","display","m","61+","FR","5","AgMDAAAazJMCAAAAAACAP/QYGSiFcJg4ALj9567fvnQ=","AgMDAAAazJMCAAAAAACAP9mz/aW7uwYnK076EduKE3c=","AgEHDAMIAgDoMTIMAXD7Dw==","AgEHDAMIAgCbN2ASD7DRBg=="
"2022-12-02T10:00:00.000Z","af-1 Latest News","display","m","61+","GB","1","AQMDAAA6zJNQQ7WlTPvFQQ==","AQMDAAA6zJPwKocTI6mMLg==","AgEHDAMIAQChhmoH","AgEHDAMIAQAr4bIL"
"2022-12-02T10:00:00.000Z","af-1 Latest News","display","m","61+","ID","1","AQMDAAA6zJMYGEzQk+OiQg==","AQMDAAA6zJNVua1Ra82fBQ==","AgEHDAMIAQAxMJgE","AgEHDAMIAQDlz+wE"
"2022-12-02T10:00:00.000Z","af-1 Latest News","display","m","61+","IN","6","AgMDAAAazJMCAAAAAACAP5KXu2p5XFEbDuOSRqGobXs=","AgMDAAAazJMCAAAAAACAP+MUVJTbdyUSsknKyffs008=","AgEHDAMIAgAlL3cJHcYlCQ==","AgEHDAMIAgB6WssEKKE3Bg=="
"2022-12-02T10:00:00.000Z","af-1 Latest News","display","m","61+","JP","4","AgMDAAAazJMCAAAAAACAPxRzXu+qq6ApejguqTT8VGc=","AgMDAAAazJMCAAAAAACAP9crKfVFyvIdOHcNvBfdtVo=","AgEHDAMIAgAp5rwK9XBcFg==","AgEHDAMIAgBGuKUF4WvXBw=="
"2022-12-02T10:00:00.000Z","af-1 Latest News","display","m","61+","KR","2","AQMDAAA6zJOWoff+aBiwBQ==","AQMDAAA6zJMN3YndaO9oVg==","AgEHDAMIAQAsQ+8F","AgEHDAMIAQCPQMMF"
"2022-12-02T10:00:00.000Z","af-1 Latest News","display","m","61+","MY","3","AQMDAAA6zJMRSrCqxOg2Ow==","AQMDAAA6zJM3AShYW7+deA==","AgEHDAMIAQAjlGAJ","AgEHDAMIAQDBwtkY"
"2022-12-02T10:00:00.000Z","af-1 Latest News","display","m","61+","NG","2","AQMDAAA6zJO1UyjvF/pTbQ==","AQMDAAA6zJPulSLo3XEdAw==","AgEHDAMIAQBqp1AS","AgEHDAMIAQA8jFcn"
"2022-12-02T10:00:00.000Z","af-1 Latest News","display","m","61+","NL","1","AQMDAAA6zJN8tYKREcAcDQ==","AQMDAAA6zJPNEEEYTjIyOQ==","AgEHDAMIAQD5agUH","AgEHDAMIAQAJ3nYH"
"2022-12-02T10:00:00.000Z","af-1 Latest News","display","m","61+","PE","4","AgMDAAAazJMCAAAAAACAP28h6UKEXoYDEhOvuIR8fSM=","AgMDAAAazJMCAAAAAACAPzgkFNHtML8TAVKrQawBYio=","AgEHDAMIAgAkJl4F30LSBQ==","AgEHDAMIAgCf5gwOdYvJCw=="
"2022-12-02T10:00:00.000Z","af-1 Latest News","display","m","61+","PS","2","AQMDAAA6zJOIY7Kk/w3nUA==","AQMDAAA6zJPZ9KmzH3fEGQ==","AgEHDAMIAQAQx2QF","AgEHDAMIAQB2z2sI"
"2022-12-02T10:00:00.000Z","af-1 Latest News","display","m","61+","PT","4","AQMDAAA6zJP/Jdt2S+ooQw==","AQMDAAA6zJNufTOEws+oaw==","AgEHDAMIAQD/S7YF","AgEHDAMIAQCYB8IK"
"2022-12-02T10:00:00.000Z","af-1 Latest News","display","m","61+","RU","5","AgMDAAAazJMCAAAAAACAP+CQQVfgMJRZAkeTnHx08XE=","AgMDAAAazJMCAAAAAACAP27nZ+qjVW5oNXxoseymU3o=","AgEHDAMIAgAFjiYFwCGDDg==","AgEHDAMIAgBqiH8HR0XEEg=="
"2022-12-02T10:00:00.000Z","af-1 Latest News","display","m","61+","TL","2","AQMDAAA6zJO7JfQ9aITuUg==","AQMDAAA6zJPLeUtxUmxDeA==","AgEHDAMIAQB2S+gH","AgEHDAMIAQCQHNIL"
"2022-12-02T10:00:00.000Z","af-1 Latest News","display","m","61+","TR","5","AgMDAAAazJMCAAAAAACAP2tfWc1+/VxyFqdboeEK1nI=","AgMDAAAazJMCAAAAAACAP948zRwWj5Ee9kJ7HxcRijQ=","AgEHDAMIAgAtTrcG176yDg==","AgEHDAMIAgCIWzkE1a8UBQ=="
"2022-12-02T10:00:00.000Z","af-1 Latest News","display","m","61+","TZ","2","AQMDAAA6zJMnZpmLHhkwJg==","AQMDAAA6zJMvpebvT0TCIg==","AgEHDAMIAQBPzDIT","AgEHDAMIAQDTu4sG"
"2022-12-02T10:00:00.000Z","af-1 Latest News","display","m","61+","UA","5","AQMDAAA6zJN8xU5kSl8EQQ==","AQMDAAA6zJO/WipoyggvGA==","AgEHDAMIAQD4ip0E","AgEHDAMIAQDzvmgG"
"2022-12-02T10:00:00.000Z","af-1 Latest News","display","m","61+","US","22","AgMDAAAazJMJAAAAAACAPzTuqFf+CT8KYMtKZ+ZFZgpPoWE3AgxmE8mVwYl4Vzo/BCJoSIgLslSAaSr10yVhZVZwdx959hhu0vsQDLqIpnBngpLv8relcg==","AgMDAAAazJMJAAAAAACAPwc7wln89M8AQHl/ifp/JyPPOxVVs3mjLEINQxOqSl40QSgSkBnSgDih4bXAdy/RPAy9NPV/i9Q8NdjsOJMgtVtXwCj9Hgkpfw==","AwEHDAUIAAEJAAAAwJaVBgHTVAal9yEIadxRBwlE0ASs4O4KzgQlB5Irgw+eQsMG","AwEHDAUIAAEJAAAA4tQUBCRxUQYFVjwH5hWACMd2twbrAcMIuLeQCd4HlgQmc3oF"
"2022-12-02T10:00:00.000Z","af-1 Latest News","display","w","18-25","AR","2","AQMDAAA6zJPT8GkVb73XXA==","AQMDAAA6zJMDXhUHH32GVw==","AgEHDAMIAQCn4dMG","AgEHDAMIAQCWPUsH"
"2022-12-02T10:00:00.000Z","af-1 Latest News","display","w","18-25","AZ","2","AQMDAAA6zJMwrsElTCeeaA==","AQMDAAA6zJM4wkb/jENNLg==","AgEHDAMIAQBhXIMH","AgEHDAMIAQAoTXAL"
"2022-12-02T10:00:00.000Z","af-1 Latest News","display","w","18-25","BR","3","AQMDAAA6zJMN6Vyo4JU1Xw==","AQMDAAA6zJOfBEZknqCfLw==","AgEHDAMIAQAa0rkE","AgEHDAMIAQBI79oG"
"2022-12-02T10:00:00.000Z","af-1 Latest News","display","w","18-25","BY","3","AQMDAAA6zJNOdS8VB7ZqNQ==","AQMDAAA6zJOUzOu+GcsjVQ==","AgEHDAMIAQCc6l4G","AgEHDAMIAQDt1TAG"
"2022-12-02T10:00:00.000Z","af-1 Latest News","display","w","18-25","CG","3","AQMDAAA6zJNguDUZ6Zg9Xg==","AQMDAAA6zJP6NPYnqjSpYg==","AgEHDAMIAQDBcGsG","AgEHDAMIAQDCP4QG"
"2022-12-02T10:00:00.000Z","af-1 Latest News","display","w","18-25","CH","2","AQMDAAA6zJPmEqe9AIaJew==","AQMDAAA6zJNk9GMcWogFOw==","AgEHDAMIAQDMJU4H","AgEHDAMIAQDbcoML"
"2022-12-02T10:00:00.000Z","af-1 Latest News","display","w","18-25","CN","2","AgMDAAAazJMCAAAAAACAP93wu8YigeAnitvpaYsJJio=","AgMDAAAazJMCAAAAAACAP/CjicFQr7kFBHrbrqTQTy0=","AgEHDAMIAgAVt9MHuuF3CQ==","AgEHDAMIAgBuYagLHcMaBw=="
"2022-12-02T10:00:00.000Z","af-1 Latest News","display","w","18-25","DE","6","AgMDAAAazJMDAAAAAACAP7yMLpSovyMRAL0rK43GohbZyNOQhgEKFw==","AgMDAAAazJMDAAAAAACAP3+Lhenn5R4iEQ0YelUIrTBsbagr+FE+Nw==","AgEHDAMIAwB5GV0EAXpXBrORpw0=","AgEHDAMIAwAGEO4HArBoCL3QtQs="
"2022-12-02T10:00:00.000Z","af-1 Latest News","display","w","18-25","DK","3","AQMDAAA6zJN6wD3vuYEYag==","AQMDAAA6zJNZqUDLx2hwYA==","AgEHDAMIAQD0gHsO","AgEHDAMIAQBP63UJ"
"2022-12-02T10:00:00.000Z","af-1 Latest News","display","w","18-25","ES","3","AQMDAAA6zJNUXvqGWXNTKw==","AQMDAAA6zJNWF/V5/pcQMw==","AgEHDAMIAQCovPQJ","AgEHDAMIAQAt7AoM"
"2022-12-02T10:00:00.000Z","af-1 Latest News","display","w","18-25","FR","9","AgMDAAAazJMDAAAAAACAPyP1tpqy+IgDE6Ml4vAtZBN0RJimAkMqdA==","AgMDAAAazJMDAAAAAACAP/cQPq/oZmMFVJEQzA8zkBMvl8V13NoVUQ==","AgEHDAMIAwAnRksIR+ptEeiIMAU=","AgEHDAMIAwB+KEcJbIbbBU4mqAo="
"2022-12-02T10:00:00.000Z","af-1 Latest News","display","w","18-25","GN","1","AQMDAAA6zJMk4MZYmfM0DA==","AQMDAAA6zJMEm/0wwu/ifg==","AgEHDAMIAQBJwI0h","AgEHDAMIAQCPJRkI"
"2022-12-02T10:00:00.000Z","af-1 Latest News","display","w","18-25","ID","3","AQMDAAA6zJNzSmSZW1H+Qg==","AQMDAAA6zJO7d4lfLqIEPQ==","AgEHDAMIAQDnlMgG","AgEHDAMIAQCdUksG"
"2022-12-02T10:00:00.000Z","af-1 Latest News","display","w","18-25","KE","2","AQMDAAA6zJO7zAE69OAeKg==","AQMDAAA6zJMSygyKTXXCDQ==","AgEHDAMIAQB2mQMM","AgEHDAMIAQBhkWMI"
"2022-12-02T10:00:00.000Z","af-1 Latest News","display","w","18-25","KR","2","AQMDAAA6zJNVdA0kU2fXEA==","AQMDAAA6zJOx0GUoPCkJNw==","AgEHDAMIAQCr6BoE","AgEHDAMIAQAcDK8R"
"2022-12-02T10:00:00.000Z","af-1 Latest News","display","w","18-25","LT","4","AQMDAAA6zJMIEMv3FVt3Qg==","AQMDAAA6zJPXJ7kp5fCpUg==","AgEHDAMIAQARIJYH","AgEHDAMIAQCGu+MG"
"2022-12-02T10:00:00.000Z","af-1 Latest News","display","w","18-25","MX","3","AQMDAAA6zJNfIbLGIz9lEg==","AQMDAAA6zJP4WPCNpqipRw==","AgEHDAMIAQC/QmQR","AgEHDAMIAQBemuEG"
"2022-12-02T10:00:00.000Z","af-1 Latest News","display","w","18-25","PL","2","AQMDAAA6zJMCLrMrvpPqEQ==","AQMDAAA6zJMRxvZwj029Tw==","AgEHDAMIAQAFXGYL","AgEHDAMIAQANKmcI"
"2022-12-02T10:00:00.000Z","af-1 Latest News","display","w","18-25","RU","7","AgMDAAAazJMDAAAAAACAPw8GdZib5yYa98docKZtQi2Yf+0hHW7FZw==","AgMDAAAazJMDAAAAAACAP235P+yjx3c/Cy3N4peJdkKSLARzCF5nYg==","AgEHDAMIAwAeDOoE74/RBDH/2gs=","AgEHDAMIAwCKa4wFRH2DFxpXtw8="
"2022-12-02T10:00:00.000Z","af-1 Latest News","display","w","18-25","TZ","2","AQMDAAA6zJNK+klcXrFkFQ==","AQMDAAA6zJMKmFcH+2teUQ==","AgEHDAMIAQCU9JME","AgEHDAMIAQBJJgUH"
"2022-12-02T10:00:00.000Z","af-1 Latest News","display","w","18-25","US","8","AgMDAAAazJMFAAAAAACAPy+gZTUfSqMPIqvCqq+X4jC1GvHpWX3dXIP9osT4I0VgccqSR7ScXWU=","AgMDAAAazJMFAAAAAACAP3Gzm33nl3UC787IMGMfEzWufN64meV3agziKOlIOcJ0/LQpD8r3oX8=","AgEHDAMIBQBfQMsGRFaFBeOUJQtrNeIHBvtFCQ==","AgEHDAMIBQAXIp4GVSgJFa1UVgbvdOAHYYnsCQ=="
"2022-12-02T10:00:00.000Z","af-1 Latest News","display","w","18-25","UZ","1","AQMDAAA6zJNn2VVYDAH+fw==","AQMDAAA6zJMI6ojScW0WLQ==","AgEHDAMIAQDOsqsE","AgEHDAMIAQBTLnME"
"2022-12-02T10:00:00.000Z","af-1 Latest News","display","w","18-25","VE","1","AQMDAAA6zJNb0YaqOiSkAA==","AQMDAAA6zJOGDiA0Z9AIKA==","AgEHDAMIAQC2og0F","AgEHDAMIAQAFYj4G"
"2022-12-02T10:00:00.000Z","af-1 Latest News","display","w","26-35","AR","2","AQMDAAA6zJOfJFyV0wvhQQ==","AQMDAAA6zJMDgvRm8ALUVQ==","AgEHDAMIAQA+SbgG","AgEHDAMIAQCrSlkH"
"2022-12-02T10:00:00.000Z","af-1 Latest News","display","w","26-35","AZ","3","AQMDAAA6zJO6jlohVJJ5bw==","AQMDAAA6zJOwbn6a2lkuaw==","AgEHDAMIAQB0HbUO","AgEHDAMIAQDeScYG"
"2022-12-02T10:00:00.000Z","af-1 Latest News","display","w","26-35","BE","7","AgMDAAAazJMDAAAAAACAP+yxQBn6joUdYzcm7qO9IkNczgvqtHyafg==","AgMDAAAazJMDAAAAAACAP8TBRkaXKIw/7u6jTi9NPmSsScUBotZbdA==","AgEHDAMIAwDHbkwEuJwXBNhjgQo=","AgEHDAMIAwDpsxYQcPzEBxmrsAw="
"2022-12-02T10:00:00.000Z","af-1 Latest News","display","w","26-35","BR","11","AgMDAAAazJMFAAAAAACAP59h6GEQ9UUXKrTW/KIHgiUgQgYal3RbYxA4DtlF5sZoVbJZDLo+GXs=","AgMDAAAazJMFAAAAAACAP0S21zFBR8YLaP8OCsVZrAyrYos7zpuyGh5r0AHPz2shc/W85cIt/l8=","AgEHDAMIBQAhcBwSP8PQG1RorR2rZLMEQYQMBA==","AgEHDAMIBQCAlKMHFNt+ErUmtwqP4xkFeiFVCQ=="
"2022-12-02T10:00:00.000Z","af-1 Latest News","display","w","26-35","CA","9","AgMDAAAazJMCAAAAAACAP7NK/a8kHZdGDvLBvInhG3A=","AgMDAAAazJMCAAAAAACAP4iF2yzpJ2NoWBcqkZQKOnM=","AgEHDAMIAgBmlfoHHOSDBQ==","AgEHDAMIAgBGMw0J382TBQ=="
"2022-12-02T10:00:00.000Z","af-1 Latest News","display","w","26-35","CD","4","AQMDAAA6zJNMhHcF7SB9Cw==","AQMDAAA6zJMnbkhdJDmiQw==","AgEHDAMIAQCZCO8W","AgEHDAMIAQDy2ToE"
"2022-12-02T10:00:00.000Z","af-1 Latest News","display","w","26-35","CH","3","AQMDAAA6zJMAB7eyjfsIVw==","AQMDAAA6zJOJEoNmQ2REGA==","AgEHDAMIAQABDm4J","AgEHDAMIAQBiQQ4F"
"2022-12-02T10:00:00.000Z","af-1 Latest News","display","w","26-35","CN","5","AgMDAAAazJMCAAAAAACAP/t/mDO72aMRgGTngAaOxC8=","AgMDAAAazJMCAAAAAACAP7r3/YsLzmwRlCNe1s7W+EA=","AgEHDAMIAgD3/zATAcnOBQ==","AgEHDAMIAgB1fcUIZo0rBg=="
"2022-12-02T10:00:00.000Z","af-1 Latest News","display","w","26-35","CR","4","AQMDAAA6zJP6Wmuhrh3mLw==","AQMDAAA6zJMiokeHkvu9cQ==","AgEHDAMIAQD0tdYK","AgEHDAMIAQB4/WMU"
"2022-12-02T10:00:00.000Z","af-1 Latest News","display","w","26-35","CU","2","AQMDAAA6zJOvgAruEg5GSg==","AQMDAAA6zJO/RJanxgDzew==","AgEHDAMIAQBeARUE","AgEHDAMIAQBtD+cL"
"2022-12-02T10:00:00.000Z","af-1 Latest News","display","w","26-35","DE","12","AgMDAAAazJMGAAAAAACAP5pRUdsVMJc/xOg0YW3R+GMuTN7/4nncbYRoSJCk/INuutuXuZ3wvHdzHlr0/9dKeA==","AgMDAAAazJMGAAAAAACAPyvzQkqNR6AH4MlviTSmGCxcGwxo3xTqNKrH3ul+ztFHrKeLX6y/f1AcY/owhrYNYw==","AgEHDAMIBgAI0ZAI5zy0BInRaQpdmLwHdLcvCzSjogY=","AgEHDAMIBgAALtAGGijnEVyf8wZMCzAGAS5QB2qSsQg="
"2022-12-02T10:00:00.000Z","af-1 Latest News","display","w","26-35","DZ","4","AgMDAAAazJMCAAAAAACAP27+mHC5yvVC44KjkwjMi3w=","AgMDAAAazJMCAAAAAACAP9XCGuPSoZI1TWpHDzHNR1Y=","AgEHDAMIAgDd/DEFxgVHBw==","AgEHDAMIAgBcDCsPqlT2Bw=="
"2022-12-02T10:00:00.000Z","af-1 Latest News","display","w","26-35","EC","2","AQMDAAA6zJOMs9dFMSLuOQ==","AQMDAAA6zJOPjjH3H4pXPw==","AgEHDAMIAQAYZ68L","AgEHDAMIAQD2/+kK"
"2022-12-02T10:00:00.000Z","af-1 Latest News","display","w","26-35","EG","1","AQMDAAA6zJP0K8vjckqLKg==","AQMDAAA6zJO2dBIh8+/WHA==","AgEHDAMIAQDpV5YP","AgEHDAMIAQBAY6oK"
"2022-12-02T10:00:00.000Z","af-1 Latest News","display","w","26-35","ES","7","AgMDAAAazJMDAAAAAACAPzgXBswmPM9TH5OJ/Q7v22m1vPinPKpydA==","AgMDAAAazJMDAAAAAACAP+XebHm9j3kGeua2u5QxuivMaBPsecLlcQ==","AgEHDAMIAwBrefEbPiYTB3EuDAg=","AgEHDAMIAwCo4KUM1zzEBjWSuwU="
"2022-12-02T10:00:00.000Z","af-1 Latest News","display","w","26-35","ET","3","AQMDAAA6zJN+FWWMT9Bhcw==","AQMDAAA6zJNnfCGEjRvsDQ==","AgEHDAMIAQD8KsoE","AgEHDAMIAQC0nD4P"
"2022-12-02T10:00:00.000Z","af-1 Latest News","display","w","26-35","FI","2","AQMDAAA6zJPbPr03NdkyCA==","AQMDAAA6zJOhyfWnUXywSQ==","AgEHDAMIAQC2fXoT","AgEHDAMIAQAPX78K"
"2022-12-02T10:00:00.000Z","af-1 Latest News","display","w","26-35","FR","19","AgMDAAAazJMGAAAAAACAPxpavLeWwRIAr0hi2qFszyJeJLZBkvfEMQFUhCvLLZs1kw7y88TgxVHEN4xtpkL1ZQ==","AgMDAAAazJMGAAAAAACAP2Xq5jjwNd4VT1b0bY0JEh79uEZXmmvuUntdsmbtGUxbVkNyxw/z21zCv+gHlZhweg==","AgEHDAMIBgCJbxgHAqgID7xIbAcnHeQHX5HEBDW0eAs=","AgEHDAMIBgBDgPsHEzEFDiZClQayfq8StZGAB1/3mgs="
"2022-12-02T10:00:00.000Z","af-1 Latest News","display","w","26-35","GB","8","AgMDAAAazJMFAAAAAACAPzYrQqyCeVUgKpMNh0+kGDFMtEMw7YJ6RiFYa4LDHQlH42U014CJ21o=","AgMDAAAazJMFAAAAAACAP52Ct2saSX8JVHyJIrkXeiuTJgpkrK4mM0guqg2gQzNFWJX6hAjoo28=","AgEHDAMIBQCYaIcIQrDWCMbLaAptVoQUVSYbBg==","AgEHDAMIBQC9BT0reyalFPDg3gYoz0cKxNHSBA=="
"2022-12-02T10:00:00.000Z","af-1 Latest News","display","w","26-35","GT","2","AQMDAAA6zJPvYSexGFDGDA==","AQMDAAA6zJP8CqUhu3sIbQ==","AgEHDAMIAQDfw04G","AgEHDAMIAQAUzhQM"
"2022-12-02T10:00:00.000Z","af-1 Latest News","display","w","26-35","HT","3","AQMDAAA6zJM/f/DTh/vlHg==","AQMDAAA6zJOtGBPrBZbyNw==","AgEHDAMIAQB//uAH","AgEHDAMIAQCbNN4N"
"2022-12-02T10:00:00.000Z","af-1 Latest News","display","w","26-35","ID","6","AgMDAAAazJMCAAAAAACAP9iMdA8xQsEJkzf7q/OIlj0=","AgMDAAAazJMCAAAAAACAP44b2vBkpvkBRCn2ALSyGxg=","AgEHDAMIAgCxGekGJ2/2Bw==","AgEHDAMIAgAsx6wHSO6oCQ=="
"2022-12-02T10:00:00.000Z","af-1 Latest News","display","w","26-35","IN","22","AgMDAAAazJMLAAAAAACAP/lmZkylROIrRrxgkJ0K4S3meNSvd4AGMA4Vjkoiuto6qr5M/FNDDk9QuzhONu/sUElPhdDnq6RqQy8hWx1wlmzQQjqqJo2wbMeoWMlFjWJuHgNbvDdHUXc=","AgMDAAAazJMLAAAAAACAP/Xj3Pt4Ea4E2UZpcyHsJgYDQf4+8JVgEwHerjYFn+MgFhlA/97tpSMw4eW5o7C7RcY5iP11qpZMOjjTmgPw/VlJMtDIaXLvY79QK4tOF7VsDpqvHM4+zns=","AwEHDAUIAAELAAAAoHZxCKGFdASGXkIGjHjBBM3xqAsdKhwRj1GxBvLNzAiTngoJVH2ZBD0Gtgg=","AwEHDAUIAAELAAAA4Q56BKs/ZwWJDzsZ6g2EBqtHxRCOBl4EcZ/2BZRz7xEaKzMNG7poDh2ckgQ="
"2022-12-02T10:00:00.000Z","af-1 Latest News","display","w","26-35","IT","24","AgMDAAAazJMJAAAAAACAPzAlfDfU//4nwNNktaTztzDRKz63SD4MNjy3RRwy7Xo2t9oDE/3tI0voLdSigDgOUqG9vFdym2Frz+aQSrS8aXQbtIYdk1Q6fQ==","AgMDAAAazJMJAAAAAACAP60iEcDFzWgeMpsa5jWLpSRk4FHwHH14OeQMsYuxo5Q8OZ4x9RUO9T71up/9fxi5UkG+zQnGKx9V/aKXixQi62IqSRvcQ7iBbA==","AwEHDAUIAAEJAAAAYEr4BoGnyQqjV3wGbrUHDtFbqAU3aA0HeG6LFEN7eQuezSEN","AwEHDAUIAAEJAAAAqs9kBIxD9gVu4EIHdJjkBtZpTwTYkQgH2xxABN6PBgUeAQYK"
"2022-12-02T10:00:00.000Z","af-1 Latest News","display","w","26-35","JP","24","AgMDAAAazJMKAAAAAACAPzeaXVrKVW8O9sQIVUiMKUV5m6Hd8iNHR5zG1kvXm7ZRdSdVuQUv4VHXyghAvqP5WoQFExIv9A9gA6HEz0q01Wb//rU+B5vAcObNfyQZ7P95","AgMDAAAazJMKAAAAAACAPxTFs5vJ5mAAd9M4pQ6IrhJSn/pOa7vVG38SmcEXWcQxc5ZWFvG3PT9JnfInH3hnQtk9/7SuYi5gPab4XMjzFW/qTfWClO1bc1Fj5Jrp+d53","AwEHDAUIAAEKAAAABkKJEwkLJhTMm/8I606qDuyJERKulREIbzS7CPI2Qwc5ja0H//1rDQ==","AwEHDAUIAAEKAAAAw3mkBoc7mgRnKOkXUZa8BDTljwU11RcT9lkCCDmUewg7xPEOXWE8DQ=="
"2022-12-02T10:00:00.000Z","af-1 Latest News","display","w","26-35","KZ","3","AQMDAAA6zJOMKhkNS79SbQ==","AQMDAAA6zJM2c6UryyPjZQ==","AgEHDAMIAQAYVTIK","AgEHDAMIAQDdhoAG"
"2022-12-02T10:00:00.000Z","af-1 Latest News","display","w","26-35","MD","2","AQMDAAA6zJMKY7qePR1yLQ==","AQMDAAA6zJOLAbwdtDuSJA==","AgEHDAMIAQAUxnQV","AgEHDAMIAQBoeGkG"
"2022-12-02T10:00:00.000Z","af-1 Latest News","display","w","26-35","MG","3","AQMDAAA6zJOMh12aoEB1Pg==","AQMDAAA6zJMISB+gJGzJQQ==","AgEHDAMIAQAYD7sE","AgEHDAMIAQBep7QF"
"2022-12-02T10:00:00.000Z","af-1 Latest News","display","w","26-35","ML","5","AQMDAAA6zJPt9GWi7PBDOg==","AQMDAAA6zJO3g5PncLMvRg==","AgEHDAMIAQDb6csM","AgEHDAMIAQCDIhcN"
"2022-12-02T10:00:00.000Z","af-1 Latest News","display","w","26-35","MT","1","AQMDAAA6zJOunC0HlaKTcg==","AQMDAAA6zJPvuZCyQxAUAg==","AgEHDAMIAQBdOVsK","AgEHDAMIAQDklqES"
